team,player,n_matches,n_passes,actual_completion_rate,mean_xpass,completion_over_expected,mean_success_value,mean_failure_cost,total_expected_success_value,expected_success_value_per_100_passes,total_expected_failure_cost,expected_failure_cost_per_100_passes,total_expected_net_value,expected_net_value_per_100_passes,total_realized_value,realized_value_per_100_passes,total_execution_residual,execution_residual_per_100_passes,eligible_primary,actual_completion_rate_ci_low,actual_completion_rate_ci_high,mean_xpass_ci_low,mean_xpass_ci_high,execution_residual_per_100_passes_ci_low,execution_residual_per_100_passes_ci_high,expected_success_value_per_100_passes_ci_low,expected_success_value_per_100_passes_ci_high,expected_failure_cost_per_100_passes_ci_low,expected_failure_cost_per_100_passes_ci_high,expected_net_value_per_100_passes_ci_low,expected_net_value_per_100_passes_ci_high,realized_value_per_100_passes_ci_low,realized_value_per_100_passes_ci_high,decision_execution_quadrant,team_decision_reference,team_execution_reference,decision_rank_within_team,execution_rank_within_team
AS Monaco,Gabriel Boschilia,5,66,0.7727272727272727,0.7552735316060607,0.017453742333333338,0.027117819569166663,0.11052267404545456,0.827774595804,1.2542039330363637,1.8127322645,2.7465640371212117,-0.98495767614,-1.4923601153636363,-1.090389410935,-1.6521051680833336,1.1519469940000002,1.7453742333333335,False,0.6607142857142857,0.9137931034482759,0.7168069506444444,0.7994133180434781,-10.09337549375,13.180091965517242,0.6525702769323529,1.7006693332264706,2.1555376046551724,3.288211365694444,-2.054457900736765,-0.722974980912472,-3.729667719357143,0.8814760118103449,Not eligible,,,19,10
AS Monaco,Guido Marcelo Carrillo,31,493,0.6308316430020284,0.6548975198478703,-0.02406587706896552,0.0070631513812981755,0.11021535486612577,-2.806545945206,-0.5692790963906693,18.55996580381,3.764698946006085,-21.36651178925,-4.33397805055781,-23.57224216539,-4.781387863162272,-11.864477395000002,-2.406587706896552,True,0.5766453732335115,0.6780040229885058,0.6176304490594122,0.6874646388350543,-5.407833486372656,0.14863948017096842,-0.9769505074705626,-0.22475440360409735,3.3019782123519317,4.316705080689927,-4.982459019689024,-3.8474250240863874,-5.5478263120607725,-4.127033011854025,Low decision value / Low execution,-0.5409120527621053,0.550318538787024,30,25
AS Monaco,Hélder Wander Sousa Azevedo Costa,25,363,0.6749311294765841,0.6760978668099173,-0.0011667372617079877,0.06113627199229752,0.09313800495041322,5.6326168849950005,1.551685092285124,11.17019631671,3.077189067964187,-5.537579453425,-1.5255039816597795,-8.172907569366,-2.2514896885305786,-0.42352562599999954,-0.11667372617079878,True,0.6098740891891047,0.7361436349811503,0.6311107659521327,0.7168418291492601,-3.725681512032747,3.1124607288035606,1.0283414519532996,2.176651661836717,2.5570674488446605,3.7522473534864806,-2.133085417801687,-1.0214507887000468,-3.6688077403943393,-1.0200954884994793,Low decision value / Low execution,-0.5409120527621053,0.550318538787024,20,18
AS Monaco,Ivan Ricardo Neves Abreu Cavaleiro,11,150,0.7333333333333333,0.6987219156266667,0.03461141830666666,0.05198892500113334,0.10454570633333332,1.0103555202999999,0.6735703468666666,4.99096711907,3.327311412713333,-3.9806115915999998,-2.6537410610666665,-2.6244650636999998,-1.7496433757999996,5.191712745999999,3.461141830666666,False,0.7058823529411765,0.7670474003735991,0.652052590529027,0.7609994375843626,-1.7002680904563625,6.840248799800046,-0.06680660795064101,1.3041919019826025,2.355095343194137,4.086987246361783,-3.212133878823281,-1.9440360690532392,-2.8737560536449402,-0.10743166943337801,Not eligible,,,29,6
AS Monaco,Jemerson de Jesus Nascimento,4,83,0.8192771084337349,0.7806447242168674,0.03863238457831326,0.03647422058891567,0.10151357861445783,1.064593944413,1.2826433065216867,1.2152213295,1.4641220837349398,-0.15062739398,-0.18147878792771083,0.16418562790000005,0.19781400951807238,3.2064879200000003,3.8632384578313257,False,0.782608695652174,0.8636363636363636,0.7536047677272727,0.8019446601694915,-0.49457112371133993,11.003159590909089,0.7110549591304348,1.5585376977299001,1.1652737038983052,1.754828434396552,-0.689087676,-0.00465492299999994,-0.45274489044659516,1.5458269478260867,Not eligible,,,2,5
AS Monaco,João Filipe Iria Santos Moutinho,26,1330,0.8218045112781955,0.797192378763158,0.02461213253007519,0.019845818822133834,0.08141450972330827,6.8745379616969995,0.5168825535110525,20.00623468397,1.5042281717270676,-13.1316966751245,-0.987345614671015,-11.340591248822,-0.852676033746015,32.734136265000004,2.461213253007519,True,0.7890607081422019,0.8482626293505268,0.7804272218466055,0.8118781448975778,0.2728804919510504,4.293846152413999,0.39541346454097887,0.6378902146655584,1.4029832957515904,1.6339270128714871,-1.1747043188175637,-0.8396095006870272,-1.2022125844081966,-0.5697060272224652,Low decision value / High execution,-0.5409120527621053,0.550318538787024,15,9
AS Monaco,Jérémy Toulalan,25,1418,0.7976022566995769,0.7920990710155149,0.00550318538787024,0.019879050981785825,0.08153652954513399,12.4724875859273,0.8795830455519958,17.07633783797,1.2042551366692527,-4.6038502511464,-0.324672091054048,-5.8122450714787,-0.40989034354574755,7.80351688,0.550318538787024,True,0.7705221699107583,0.8257391127487129,0.7713474001991298,0.811406495401623,-1.3855265089431208,2.359879864449817,0.7169744624541203,1.0666222551852043,1.0966677455343476,1.318400099311401,-0.4976376971345861,-0.14133309563872729,-0.6708826720190427,-0.14391372485855966,High decision value / High execution,-0.5409120527621053,0.550318538787024,5,14
AS Monaco,Kylian Mbappé Lottin,11,88,0.6136363636363636,0.709688993409091,-0.09605262977272729,0.05186537324954545,0.11023371590909091,1.70802603506,1.9409386762045455,2.9162183006,3.3138844325000005,-1.2081922353939998,-1.3729457220386363,-1.9358399850999999,-2.1998181648863633,-8.452631420000001,-9.605262977272728,False,0.5277777777777778,0.7091055718475073,0.6826622854297872,0.7381188898374998,-17.71911417614035,-1.0122751478605079,1.0289929504117616,3.859104087996538,2.8030370672162834,3.9512289351313563,-2.3915834123422637,0.22746847547037138,-4.573538032902948,0.4052861408709427,Not eligible,,,18,31
AS Monaco,Lacina Traoré,18,182,0.510989010989011,0.5456047077802197,-0.034615696846153836,0.046455709535384616,0.12078425590109891,2.03000462385,1.1153871559615385,10.2196958275,5.615217487637363,-8.189691286599999,-4.499830377252747,-9.52112253456,-5.231386007999999,-6.300056825999999,-3.461569684615384,False,0.44516030684500396,0.5669850938256659,0.5134186361135484,0.5751953628163264,-8.98453382397364,1.4900602306951425,0.521684375723113,1.7927551203080576,4.896199318432292,6.5455288602338495,-5.410973328190983,-3.6367212213258187,-7.119477361153134,-3.4669423779923094,Not eligible,,,31,29
AS Monaco,Layvin Kurzawa,3,145,0.7379310344827587,0.736885951586207,0.0010450822758620738,0.03608466464206897,0.08883963278620688,2.076729525835,1.4322272591965515,2.71277483584,1.8708791971310343,-0.63604532655,-0.4386519493448276,0.02079674410000018,0.014342582137931159,0.15153693000000068,0.10450822758620737,False,0.7027027027027027,0.7894736842105263,0.7079953329729729,0.7775706971929824,-0.6492274313725491,1.1902986666666668,1.1603725202192983,1.8875342967567568,1.4844563266140351,2.2449004232702703,-0.6256707578823529,-0.3240837935614035,-1.5833010777647059,1.466322068648649,Not eligible,,,7,16
